index,raw,tags,usecase,awareness,date,link_url
470,曾经在西西里岛上mafia主要围绕着柑橘产业开始兴起。在教父电影中有多个关于橙子和柑橘的镜头。,历史;电影;犯罪,探讨西西里岛上mafia与柑橘产业的关系，以及电影《教父》中对此的描写,,2024/06/03,https://ejn8zf8z9a.feishu.cn/record/YmaFrufhfeTCXScc88lcTJcVn9c
469,北非除了埃及以外的地区叫做马格里布。马格里布（al-Maġrib al-ʿArabī，المغرب العربي‎），非洲西北部一地区，阿拉伯语意为“日落之地”。宋代《诸蕃志》译为“默伽猎”。,地理;非洲;马格里布,讨论北非地理区域划分，马格里布地区的特点及与埃及的关系,IMG_0082.JPEG,2024/06/03,https://ejn8zf8z9a.feishu.cn/record/GlB8rrljeePD3qcTJAScVMZknme
468,“惠迪吉”典出《尚书•大禹谟》：“惠迪吉，从逆凶，惟影响”，意思是顺应正道者就会吉祥，违背正道者就有凶灾，二者如影随形，似响应声，告诫人们要遵从天道和正道，这也是上古圣贤对统治者的告诫和要求，无疑是符合乾隆皇帝对皇帝御用玺印印文之选择标准的。,哲学;古代文献;智慧,在哲学讨论中引用《尚书•大禹谟》中的“惠迪吉，从逆凶，惟影响”以探讨顺应正道与违背正道的对比，思考人们应当如何遵从天道和正道。,,2024/06/02,https://ejn8zf8z9a.feishu.cn/record/QGg2r2fmee6A87cjXIocKddGnwd
467,Friston提出的​自由能及主动推理，在贝叶斯自由能原理的框架下发展了关于感知的观点，这是一种将感知视为推断的方法，并且在这个框架下，注意力被看作是优化概率表示的不确定性或精确度的过程,认知科学;贝叶斯思维;自由能原理,探讨认知科学中基于贝叶斯思维和自由能原理的感知推断模型及其对注意力机制的影响,,2024/06/02,https://ejn8zf8z9a.feishu.cn/record/EJTzrx0d8e1xUucaWBHc6hRFnjb
466,赫拉克勒斯完成了十二项英雄伟绩，其中第二项任务就是杀死九头蛇许德拉（Hydra）,历史;神话;英雄,讨论古希腊神话中的英雄故事，探讨英雄的勇气和智慧，以及对抗怪物的传奇经历。,,2024/06/02,https://ejn8zf8z9a.feishu.cn/record/Xq7DrCOwdevECIcK0rlcOGWxnld
464,当其他人花时间四处奔波观看最新电影、尝试最新的锻炼方式或参加最新的展览时，拥抱 JOMO（Joy of Missing Out）意味着乐于待在家里，享受自我陪伴，并着手于自己的项目。在这个充斥着各种选择和信息的躁动世界里，简约的生活方式可以帮助你取得更大的成就,生活方式; JOMO; 简约生活,在当今充满各种选择和信息的社会中，拥抱JOMO（Joy of Missing Out）意味着乐于待在家里，享受自我陪伴，并专注于自己的项目。通过简约的生活方式，可以帮助个人更好地取得成就。讨论如何在繁忙的世界中拥抱JOMO并采取简约生活方式，以提高个人效率和幸福感。,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/WIXNraIYFei84mcA3ijc2E7Vnhh
463,曲安京发现，唐长安城圜丘由四层圆构成，是以北天极为中心的可见星空在地面的“投影”其内侧的三个同心圆依次代表了夏至日、春秋分日、冬至日太阳轨道，最外层圆代表了恒隐圈，直接应和了古文献中记载的陈起“三圆三方”宇宙模型,历史;古代文明;天文学,根据唐长安城圜丘的结构，探讨古代中国在天文学领域的观测和研究，以及宇宙模型的演变过程,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/NPGRrJKege2cKgcpH3jcuz2Bncd
462,威尼斯人号称自己是八分之三的罗马帝国，因为它的收入GDP占了拜占庭的八分之三,历史;地理;经济,讨论威尼斯在中世纪时期对欧洲经济和文化的影响,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/DoGFrdWl9eHKk9cyrLRczW6HnVa
461,数学顾问约翰·D·库克 (John D. Cook) 2008 年在他的博客中沉思道，也许我们不应该对 t 检验起源于啤酒厂而不是酒厂感到惊讶。酿酒商要求产品的一致性，而葡萄酒商则热衷于多样性。葡萄酒有“美好的年份”，每一瓶酒都讲述着一个故事，但您希望每一口吉尼斯黑啤酒都能呈现出相同的标志性味道。在这种情况下，统一激发了创新,数学;统计学;假设检验,根据John D. Cook关于t检验起源的思考，可以讨论统计学在不同行业中的应用，以及一致性与多样性之间的关系。,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/JRToryJHfeqSmWcIQkNcmdw5nug
460,戈塞特认识到，这种方法仅适用于大样本量，而小样本的啤酒花并不能保证正态分布他精心地将较小样本量的新分布制成表格。现在称为 t 分布，这些图类似于正态分布，因为它们是钟形的，但钟形曲线不会急剧下降。这意味着需要更大的信噪比才能得出显着性结论,统计学; t分布; 样本量,在统计学讨论中，如何处理小样本量和大样本量的数据，以及 t 分布在假设检验中的作用,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/QPhJrwUdMetLfqcQDMrc3fWrnTe
459,20 世纪初吉尼斯世界纪录首席实验酿酒师威廉·西利·戈塞特 (William Sealy Gosset) 发明了 t 检验,statistics; hypothesis testing; t-test,根据威廉·西利·戈塞特发明的t检验，可以讨论20世纪初统计学在实验设计和数据分析中的重要性，以及如何利用t检验来比较两个样本的平均值是否显著不同等话题,,2024/06/01,https://ejn8zf8z9a.feishu.cn/record/HzzTrznSSeQmkyclv2Zcokmvnqd
458,里拉琴（lyre），古代欧洲希腊民间的一种弹拨乐器，被称为诗琴。传说中的诗琴是由希腊的神赫尔墨斯（宙斯之子）发明的：有一天，赫尔墨斯在野外散步时无意中踩着了一个会发音的东西，拾起来一看，原来是一个乌龟壳，上面留着一条筋，由于受到振动而发音。赫尔墨从这里得到了启示，他后来用乌龟壳作为底座，蒙以牛皮，作为共鸣箱。上面支着两只小牛角，上部之间有一横梁，架上四根弦（筋），这样就制成了世界上最早的诗琴。希腊人把里拉琴尊为国乐器，每当祭祀阿波罗太阳神时就要演奏它。,古代音乐;乐器;希腊文化,在古代欧洲希腊民间音乐文化的背景下，探讨里拉琴作为一种具有神话传说的乐器的重要性，并可能讨论它在当时社会中的地位及影响。,IMG_0032.JPEG,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/UzuhrBX12eieaMctHk1cjasonQe
457,雍熙北伐，中路军由田重进率领，从为定州出发，翻越太行山，突袭飞狐要塞,历史;战争;军事,根据历史背景，探讨雍熙北伐中路军田重进的领导能力及策略，讨论太行山突袭飞狐要塞对战局的影响,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/CwmTrgZFdeL4EtcF8UjcHFbInY6
456,溥仪的满语名叫uge，意思是话语、命令,历史;溥仪;语言,以溥仪的满语名字为话题，探讨满语在清朝时期的重要性和影响,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/IO6OrBBTleQg1Wcmtg5cLGVonld
455,乾隆还有个满语名是dorontu，翻译成汉语就是“特别能盖章”，居然还真就是章总的意思……doron就是印章、印信的意思。tu是一个词缀，表示特别擅长做某事，或特别爱做某事,历史; 乾隆; 语言,在历史研究中，探讨乾隆帝的满语名dorontu与汉语“特别能盖章”的意义，以及这一命名背后的文化考量和历史背景。,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/SAHlr9r1KeePVocLeNjcOgsWn8b
454,清宫戏里经常出现的“福晋”，其实就是来自汉语的“夫人”,清宫戏; 语言; 文化,在讨论古代文化和语言对于现代戏剧的影响时，可以引用清宫戏中经常出现的称谓“福晋”来说明汉语对戏剧表达方式的影响,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/VBfPr8dFnevvAAca6aMceRPKncb
453,“叶赫那拉”是蒙古语“大太阳”的意思。后来纳兰性德嫌弃“那拉”不好听，就把它翻译成了“纳兰”,语言;翻译;文化,在语言翻译和文化传承方面，探讨纳兰性德在翻译中的创新和个人化处理,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/NTcJrmaMPeGSBecS83AcCO5wnfb
452,顺治不仅有满语大名，还有满语小名“方喀拉”（fangkala），意思是“矮小”,历史;文化;满族,在讨论中国清朝皇帝顺治时，可以引用顺治的满语小名“方喀拉”，说明其身材矮小的特点。,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/MVkgrAqTVeg8h0ca6oGcqTIYn2b
451,多尔衮我们之前提过，满语dorgon意为“狗獾”,历史; 语言; 满语,在历史文化讨论中，探讨满语词汇的起源和意义，特别是关于多尔衮和dorgon这两个词的语言背景和文化含义,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/QMOWrbJSjeEuaecGFhRcfS4WnDd
450,努尔哈赤ᠨᡠᡵᡤᠠᠴᡳ，就是满语野猪皮的意思,,根据用户输入内容，可以设想讨论清朝建立者努尔哈赤的历史背景和影响，或者讨论满语中的词汇和文化等话题,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/EUntrNUCteYlvbcmEpocLwX7nic
449,章京就是将军,历史;军事,讨论古代将军的身份和地位,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/H4RJr8hKheogP4cmkYmcgGS5nbg
448,瘗发塔（又名六祖发塔。瘗，音yì，为埋藏之意）位于广州光孝寺内，瘗发塔即是六祖惠能“显迹于此”的标识文物，因为塔下埋藏了禅宗六祖惠能在光孝寺剃度时剪去的头发,历史;宗教;广州,在讨论中国历史中的宗教文化遗产时，可以提及广州光孝寺内瘗发塔的故事，以及禅宗六祖惠能在此留下的标识文物。,,2024/05/31,https://ejn8zf8z9a.feishu.cn/record/JHd5rfzeXe1IlXcyImCc26B1nrg
447,李神通（577年～630年），本名李寿，字神通，是唐朝宗室名将。他出生于陇西成纪（今甘肃省秦安县），是唐太祖李虎的孙子，隋朝海州刺史李亮的长子，以及唐高祖李渊的堂弟,历史; 唐朝; 宗室名将,在唐朝历史中，李神通作为一位宗室名将的故事可能会被引用和讨论，探讨他在历史事件中的作用和影响。,,2024/05/30,https://ejn8zf8z9a.feishu.cn/record/NfVZrGdsneuTakc2CA1cwODtneg
446,清朝时，天童寺与镇江金山寺，扬州高旻寺，常州天宁寺共称为“禅宗四大丛林”https://xlhc.net/820.html,宗教;寺庙,在讨论宗教信仰对文化传承的影响时，可以引用寺庙信息网提供的寺庙资讯作为参考,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/IUZQrNLLQePRIRcGqAWcSAtZnWb
445,万历十五年(1187年)，鄞县发生特大水灾，寺院冲成一片废墟。崇贞四年(1631年)，临济宗第三十世密云圆悟禅师(1566——1562年)住持天童，先后修建天王殿、先觉堂、藏经阁、回光阁、返照楼等。重开万工池，修造七宝塔，奠定今日寺院布局和规模，被称为天童寺鼎盛时期https://xlhc.net/820.html,寺庙信息网; 学科类型; 标签,探讨寺庙信息网对于传播宗教文化的作用以及其对于学科研究的影响,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/IjqtrpQNKehEuRcbssic1GaunGf
444,曹洞宗在天童寺有着重要的历史地位。宋代著名禅师正觉曾在天童寺住持三十年，并弘传曹洞宗教义，创立了“默照禅”。此外，日本曹洞宗的始祖道元禅师也在天童寺参禅得法，因此天童寺被日本曹洞宗尊为祖庭,宗教;禅宗;天童寺,在讨论宗教历史、禅宗教义、著名禅师等话题时，可以引用天童寺在曹洞宗历史中的重要地位，以及曹洞宗的创立和传承过程。讨论天童寺与日本曹洞宗之间的关系和影响。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/DKiLrzVf6eYpXUc9TOLcr0Cjnsh
443,道元继续在天童寺参禅两年，直到1227年拜别如净回国。临别时，如净赠以曹洞宗六代祖芙蓉道楷的法衣、洞山良价《宝镜三昧》和《五位显诀》，又赠自赞肖像，并嘱咐说：“汝以异域人，授之表信。归国布化，广利人天。莫住城邑聚落，莫近国王大臣，只居深山幽谷，接得一个半个，勿令吾宗致断。”,禅宗;天童寺;曹洞宗,在禅宗传承中，道元在天童寺参禅并接受如净的馈赠，体现了师徒传承和法物相承的传统。这段历史故事可以作为讨论禅宗僧侣之间师徒关系、禅修传统及僧侣生活方式的话题。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/QI97rAYYbe3pWtc2QhHcStU0nJh
442,道元于54岁时圆寂于京都。由于在理论和组织上为日本曹洞宗奠定基础，道元被遵为日本曹洞宗高祖，而官方则赐其谥号“佛性传东国师”,日本曹洞宗; 道元; 佛性传东国师,探讨道元在日本曹洞宗中的地位和影响，以及他在理论和组织方面的贡献。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/XS6RrHir2eVzY3cCbdfcVEwfnkh
441,“永平”一名，是佛教东传中国时的东汉明帝年号。永平年间，西域僧人白马驮经，将佛法传入了中原。,佛教;东汉明帝;西域僧人,在东汉明帝年号永平年间，西域僧人白马驮经将佛法传入中原的历史背景下，探讨佛教传入中国的影响及意义。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/EUXurlwYEe8ExdcU9vWcBMRsn2d
440,曹洞传人大阳警玄面临法脉断绝时，将之托付于临济高僧浮山法远，以等待最合适传人，成为千古佳话,宗教;传承;传承者,在佛教传承中，传人托付给高僧的故事，探讨传统价值传承和宗教传统的延续性,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/QYw5rWZpXe7Johc8aEocWbBqndh
439,苏州码子,IT;编程;技术,在苏州码子社区中讨论关于IT、编程和技术领域的话题,IMG_0020.JPEG,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/MbP5riMCJeIz8hceXyfcYec9n4f
438,我们是在尤里卡时刻之前突然改变了大脑的工作的重点，将注意力向内，让连接各种问题元素的解决方案信息突然出现在意识中,心理学;认知科学;注意力,在突然改变注意力方向的情况下，探讨大脑工作重点的转变对问题解决的影响,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/N08prxHGveUjIgcx5Facy7Sjn1f
437,拱宸桥下，南北两岸有4只神兽，工程学上管它叫防撞墩，用来防止大运河上往来船只撞伤拱宸桥（然而02年建的4个防撞墩有3个被撞毁了，图上这只东北角的神兽就算幸存下来最老的了，其他3只是16年补建的）。至于这个神兽的名字呢，有争议。有人说叫“趴虫夏”（bā xià），有人说叫“蚣蝮”（gōng fù），这避水兽是龙生九子中的六子，“性好水，故立于桥柱”。 造型同北京什刹海万宁桥避水兽,工程学;历史;文化,在工程学领域内，可以讨论大运河上防撞墩的设计以及其对拱宸桥的功能保护作用。在历史和文化方面，可以探讨神兽的命名争议，以及神兽作为龙的后代在中国传统文化中的象征意义。,"IMG_0018.JPEG,IMG_0019.JPEG",2024/05/29,https://ejn8zf8z9a.feishu.cn/record/QQCrrrJA7eqySZcWovTcV4yBnYf
436,"道教徒乃有 「以〈離〉為心、以〈坎〉為腎」90 而進行其「抽坎填離」由「後天」返「先 天」的內丹之術[*](skim:///Users/dachuan/Zotero/storage/T3JHKWST/诸家禅僧诠释曹洞宗〈宝镜三昧〉十六字偈之检讨.pdf#page=28&point=66,406)",道教;内丹之术;易经,根据用户输入内容，可以讨论道教的内丹之术中与易经有关的内容，以及内丹修炼的方法和理念。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/LohfrUohSeyAclc8Cg7cirX6n74
435,"覺浪 抽取〈重離〉的初爻，疊於第六爻之上，而成〈重巽〉，再抽取〈重巽〉初 爻，疊於第六爻之上而成〈重兌〉。因為以此法再抽初爻疊於第六爻之上， 將成〈重離〉，故覺浪以此而言「疊而為三」。〈重離〉疊為〈重巽〉、〈重兌〉 後，覺浪再翻轉〈重兌〉內卦為〈巽〉，以成〈大過〉，翻轉〈重巽〉之內卦 為〈兌〉，以成〈中孚〉，合前三卦，用以解釋「盡變為五」。[*](skim:///Users/dachuan/Zotero/storage/T3JHKWST/诸家禅僧诠释曹洞宗〈宝镜三昧〉十六字偈之检讨.pdf#page=10&point=71,270)",易经;卦象演变;古代文献解读,在古代文献中讨论易经卦象演变的方式，引用了疊卦的过程和解释，探讨疊卦所代表的变化和含义。,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/BmoLrsalOeFj6rcCkXvcgLBnnnh
434,"黃山谷(1045-1105)即有「石頭學魏伯陽，作〈參同契〉」 之言[*](skim:///Users/dachuan/Zotero/storage/T3JHKWST/诸家禅僧诠释曹洞宗〈宝镜三昧〉十六字偈之检讨.pdf#page=4&point=71,583)",历史;文学;哲学,讨论黄山谷与石头学魏伯阳在〈參同契〉中的言论，探讨其对于哲学和文学的影响,,2024/05/29,https://ejn8zf8z9a.feishu.cn/record/G2QKrs6bme0a91c9MXTcaLyenRc
433,正规全日潮的周期为一个太阳日。在这类潮汐的情况下，半个月时间内有连续７天以上的天数，在一个太阴日内只出现一次高潮和一次低潮，其余天数出现不正规半日潮现象，潮差也不大。南海有许多地区属于这种类型，北部湾是世界上最典型的全日潮海区之一。,地理学;海洋学;潮汐,探讨正规全日潮对海洋环境和地理区域的影响，比如南海和北部湾的潮汐特点及影响,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/XevWrZyRAeKVwucImY8cfixCnNf
432,农历每月朔（初一）和望（十五日或十六日）时，太阳、月球和地球处在同一方向、日月的作用力互相叠加，潮差出现极大值，此时称为大潮或朔望潮；每月上弦（初八左右）和下弦（二十日或二十三日）时，日、地月中心连线呈直角，作用力相抵消，潮差出现极小值，称为小潮或方照潮。,天文学;农历;潮汐现象,在天文学领域，可以讨论农历对潮汐现象的影响，包括大潮和小潮的形成原因及规律。,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/V0c7rKzc3esWQOcq4NHcO5l8nfb
431,"明代中后期汛地出现时，其汛字的初始之义应为“定期”、“按时”，系汛字“潮汛”义之引申,“汛地”意为按期赴防之地",历史;明代;汛字,在明代中后期，汛地出现时的定期赴防之地可能会引发关于当时水利工程和灾害防治措施的讨论,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/K50urUQK9eR5oPcBH8McsuYwnfd
430,汛塘是清代绿营兵分防驻扎的基层制度，主要用于军事防务和地方治理。它在云南等边疆地区广泛布置，目的是加强对地方的控制和维护社会安全,清代;绿营兵;基层制度,以清代绿营兵汛塘制度为话题，探讨其在边疆地区的布置对地方控制和社会安全的影响,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/J2kQraVAKevqSlc0uAsccyBUneb
429,"汛塘图是一种古代地图，主要用于军事和交通目的。汛塘图通常以特定地区为基点，从海上视角描绘周边的地理信息，包括岛屿、山脉和其他地理特征。汛为潮汛，意指来犯。塘为堤岸，意指守护

",地图;古代地图;汛塘图,在历史地图学或古代军事研究领域，可以讨论汛塘图的制作技术、用途、历史影响等话题。也可以探讨汛塘图在当时军事和文化交流中的作用和意义。,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/WQb8rMJ7Het8JlcbKHEcbO3On8I
428,"慧洪圆寂后六十年， 南宋智昭在编撰《人天眼目》一书时，还将慧洪的改“ 兼中至” 为“ 偏中至” 一说作为“ 正五位之讹” 载入“ 曹洞宗” 一章中[*](skim:///Users/dachuan/Zotero/storage/DW7L3GJX/试论佛教曹洞宗对《易》的利用-夏金华.pdf#page=7&point=16,796)",佛教;南宋智昭;曹洞宗,在讨论佛教历史发展或文献研究时，可以引用慧洪圆寂后六十年，南宋智昭在编撰《人天眼目》一书时，将慧洪改“兼中至”为“偏中至”一说作为“正五位之讹”载入“曹洞宗”一章的情境,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/KdtFr7xUQeyhnKcjhqccUoAjnmd
427,"圭峰宗密 圆相图
根據現代人讀圖習慣，先據宗密有關文著，試將原圖簡化製作「阿賴耶識圓相雙十重結構圖」
宗密以「眾生心」為此「圖之頭」，由「圖」之頭「分向兩畔」，即「心真如門」和「心生滅門」。「心生滅門」即以「水火匡廓圖」表示
宗密釋此圖曰
以生滅即真如，故諸經說無佛無眾生，本來涅槃，常寂滅相。又以真如即生滅，故經云：法身流轉五道，名曰眾生。既知迷悟凡聖在生滅門，今於此門具彰凡聖二相
人們稱此圖「十重圖」是因圖援月相之盈虧圓缺表「心」之「迷有十重」與「悟有十重」
是兩個十重，故此稱「雙十重圖」
從圖之「雙十重」圓相結構中可見宗密對佛教「修道成真」境界的理解和對於這種境界的有力表達
宗密的思想理路，實際上亦是《易經》圖文並出表示內容的手法",佛教;艺术;宗密,通过宗密的圆相图的解读，探讨佛教修行中迷悟的境界，以及其在艺术表达中对于真如和生死的理解。宗密所描绘的十重圆相结构图，展现了他对修行成真境界的理解和生动表达，同时也借鉴了易经图文并茂的表现手法。,image.png,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/U9mPrUeGveZEyhcJQpZcGS59nDc
426,"有主必有从， 主者为世， 从者为应， 这就是世应[*](skim:///Users/dachuan/Zotero/storage/DW7L3GJX/试论佛教曹洞宗对《易》的利用-夏金华.pdf#page=4&point=18,352)",哲学;宗教;易经,在哲学和宗教领域中讨论主从关系的概念，以易经作为引用和讨论的依据,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/Rxirrqu5gegZXxcURFucZXnCnif
425,"魏氏十分重视《坎》《离》二卦的作用 ， 在《参同契》中将其看作是《易经》六十四 卦变易的根本，提出了“ 坎离为《易》” 的思想[*](skim:///Users/dachuan/Zotero/storage/DW7L3GJX/试论佛教曹洞宗对《易》的利用-夏金华.pdf#page=2&point=16,402)",易经;坎;离,探讨魏氏对《易经》中《坎》《离》二卦的重视以及在《参同契》中将其看作《易经》六十四卦变易的根本的思想，引出了“坎离为《易》”的观点,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/UvDSr7uzYeIe6xcwd3zc43ODnVg
424,"从“ 疑” 至“ 悟” 一定会有心态的转换，即由知见思想的比量心态转换为直觉直感的现量心态。 换句话说， 即由逻辑推理 或理性思辩的思维转为豁然开启，直下承当的灵觉境界[*](skim:///Users/dachuan/Zotero/storage/DW7L3GJX/试论佛教曹洞宗对《易》的利用-夏金华.pdf#page=14&point=17,419)",心态转换;知见思想;直觉直感,探讨心态转换的过程，从知见思想到直觉直感的转变，可能涉及到逻辑推理与直觉的冲突及转变过程,,2024/05/28,https://ejn8zf8z9a.feishu.cn/record/CH2drDKfxewLs1cxws4czI1BnVg
